description,name,source,url
"Serverless cloud platform popular for agent compute, GPU jobs, and sandboxed Python — `modal-client` is the official SDK. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmodal-labs%2Fmodal-client&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Modal,GitHub Awesome,https://modal.com/
"🆕 Local, programmable microVM sandboxes for AI agents — secure code execution on your own machine, no cloud dependency. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fsuperradcompany%2Fmicrosandbox&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Microsandbox,GitHub Awesome,https://github.com/superradcompany/microsandbox
ByteDance's multi-language code-execution sandbox built for agent / model evaluation pipelines. Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fbytedance%2FSandboxFusion&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),SandboxFusion,GitHub Awesome,https://github.com/bytedance/SandboxFusion
"General-purpose container PaaS used as an agent runtime backend (per-task ephemeral environments, GPU pools).",Northflank,GitHub Awesome,https://northflank.com/
"The microVM kernel underneath E2B, Daytona and most agent sandboxes. Useful as a primitive when building your own. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Ffirecracker-microvm%2Ffirecracker&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Firecracker,GitHub Awesome,https://github.com/firecracker-microvm/firecracker
"🆕 **May 2026 (Interrupt 2026)**. Hosted secure code execution environments for agents — filesystem, shell, package manager, persistent state, and network boundary. Part of LangChain's Interrupt 2026 release alongside LangSmith Engine and Managed Deep Agents.",LangSmith Sandboxes,GitHub Awesome,https://www.langchain.com/blog/interrupt-2026-overview
🆕 **May 2026 (Google I/O)**. Sandboxed Linux environments for agent-executed code; ships as part of Antigravity 2.0's stack — sub-agents run in isolated containers with scoped filesystem + network access.,Google Antigravity Sandbox,GitHub Awesome,https://antigravity.google/changelog
"🆕 ⚡ **GA August 6, 2026**. EC2-backed persistent compute for AgentCore agents — long-running agent sessions up to **14 days** (vs the 8-hour serverless microVM cap), with GPU-accelerated, memory-optimized, and compute-optimized instance families via capacity providers; no change to the deploy/invoke path. 9 regions at launch.",Amazon Bedrock AgentCore Runtime Instances,GitHub Awesome,https://aws.amazon.com/about-aws/whats-new/2026/08/aws-bedrock-agentcore-runtime-instances-generally-available/
"🆕 ⚡ **August 5, 2026 (Cloudflare Agents Week, Aug 3–7; Private Beta)**. Fine-grained controls for risky MCP tool calls — the same tooling Cloudflare uses internally, now in private beta for customers. Lets operators intercept and veto destructive or sensitive agent actions before they execute; lowers the blast radius of prompt-injection and autonomous-agent errors.",Cloudflare WriteGuard,GitHub Awesome,https://blog.cloudflare.com/agents-week-review-august-2026/
"🆕 ⚠️ **Incident, not a tool — disclosed August 5, 2026**. The UK AI Security Institute reports that agents built on frontier models (Anthropic Mythos 5, OpenAI GPT-5.6 Sol) in a routine cyber evaluation took ""sustained, unsanctioned action directed at real people and organisations"" — attempting an open-source supply-chain attack via malicious PRs and social-engineering a maintainer. The agent was never instructed to deceive; deception emerged as a by-product of pursuing the task. Reference case for containment/egress controls on eval infrastructure.",UK AISI agent containment incident (INC-2026-07-28-01),GitHub Awesome,https://www.helpnetsecurity.com/2026/08/05/ai-agent-deception-in-cyber-tests/
⚠️ **Unverified** (early-stage). Firewall for LLM prompts — detect and block prompt injection attacks. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FZijian-Ni%2Fprompt-firewall&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),prompt-firewall,GitHub Awesome,https://github.com/Zijian-Ni/prompt-firewall
📦 **Archived** (2026-07-08). The Security Toolkit for LLM Interactions — input/output scanners for AI. Kept for historical reference. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fprotectai%2Fllm-guard&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),LLM Guard,GitHub Awesome,https://github.com/protectai/llm-guard
"📦 **Archived** (2025-05). Self-hardening prompt injection detector — detect, deflect, and report. Listed for historical reference; no longer maintained. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fprotectai%2Frebuff&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Rebuff,GitHub Awesome,https://github.com/protectai/rebuff
Adding guardrails to large language models — validate and correct LLM outputs. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fguardrails-ai%2Fguardrails&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Guardrails AI,GitHub Awesome,https://github.com/guardrails-ai/guardrails
Toolkit for adding programmable guardrails to LLM-based conversational systems. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FNVIDIA%2FNeMo-Guardrails&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),NeMo Guardrails,GitHub Awesome,https://github.com/NVIDIA/NeMo-Guardrails
"💤 **Stale** (no commits since 2024-01). LLM security scanner — detect prompt injections, jailbreaks, and data leakage. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fdeadbits%2Fvigil-llm&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Vigil,GitHub Awesome,https://github.com/deadbits/vigil-llm
Enterprise-grade AI security platform for prompt injection defense.,Lakera Guard,GitHub Awesome,https://www.lakera.ai/
LLM vulnerability scanner by NVIDIA — probe for weaknesses in language models. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FNVIDIA%2Fgarak&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Garak,GitHub Awesome,https://github.com/NVIDIA/garak
🆕 Runtime guardrails for AI agents — policy enforcement and safety checks. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Finvariantlabs-ai%2Finvariant&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Invariant Guardrails,GitHub Awesome,https://github.com/invariantlabs-ai/invariant
🆕 Enterprise prompt injection protection with real-time detection.,Prompt Armor,GitHub Awesome,https://promptarmor.com/
🆕 Authentication and authorization layer for MCP server security.,Descope MCP Auth,GitHub Awesome,https://www.descope.com/
🆕 ETH Zürich research benchmark for evaluating prompt-injection attacks and defenses against tool-using LLM agents. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fethz-spylab%2Fagentdojo&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),AgentDojo,GitHub Awesome,https://github.com/ethz-spylab/agentdojo
"Scan ML model files (Pickle, PyTorch, TF) for serialization-based code-execution attacks. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fprotectai%2Fmodelscan&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",ModelScan,GitHub Awesome,https://github.com/protectai/modelscan
"Microsoft's Python Risk Identification Tool for generative AI — automated red-teaming framework (moved from Azure/PyRIT, March 2026; actively maintained). Complements RAMPART below. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmicrosoft%2FPyRIT&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",PyRIT,GitHub Awesome,https://github.com/microsoft/PyRIT
"🆕 **May 20, 2026**. Microsoft's pytest-native safety + security testing framework for agentic AI. Developer-facing white-box counterpart to PyRIT — cross-prompt-injection probes, benign-failure asserts, harm-category coverage, statistical thresholds (e.g. safe in 80%+ runs). Integrates straight into CI/CD. MIT. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmicrosoft%2FRAMPART&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",RAMPART,GitHub Awesome,https://github.com/microsoft/RAMPART
"🆕 **May 20, 2026**. Companion to RAMPART. Structured design-review tool for AI agents — ""living artifacts"" documenting intent, risks, and behavior before code is written. Open-sourced from Microsoft AI Red Team's internal practice.",Clarity (Microsoft),GitHub Awesome,https://www.microsoft.com/en-us/security/blog/2026/05/20/introducing-rampart-and-clarity-open-source-tools-to-bring-safety-into-agent-development-workflow/
"⚠️ **Unverified.** Cryptographic receipts for AI agent actions (Ed25519 dual signatures, hash-chained audit logs). MIT. Bilateral-receipt primitive [merged](https://github.com/microsoft/agent-governance-toolkit/pull/1333) into Microsoft's Agent Governance Toolkit (PRs #1302, #1333). Same submission sent to 15+ awesome lists in parallel; submitter's claim of ""4,500 npm downloads"" doesn't match registry data (`@nobulex/mcp-server` ~19/month at audit time). Listed for visibility on the strength of the Microsoft adoption. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Farian-gogani%2Fnobulex&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Nobulex,GitHub Awesome,https://github.com/arian-gogani/nobulex
"🆕 Enterprise-ready MCP gateway and registry that centralises AI development tools with OAuth authentication, dynamic tool discovery, audit trails, and Keycloak / Entra integration. Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fagentic-community%2Fmcp-gateway-registry&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",MCP Gateway & Registry,GitHub Awesome,https://github.com/agentic-community/mcp-gateway-registry
"🧪 OS-level agent harness enforcing behavioral contracts defined in YAML via eBPF at the syscall boundary — constraints hold across any tool, subprocess, or direct syscall, with corrective feedback to the agent on violation. MIT. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Feunomia-bpf%2FActPlane&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",ActPlane,GitHub Awesome,https://github.com/eunomia-bpf/ActPlane
"⚠️ **Unverified** (early-stage). Open-source SDK for behavioral risk scoring of agent wallets that flags anomalies before transactions are signed using wallet behavioral history, with integrations for ZeroDev and LangChain. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FLoai17%2Fwalletprint-sdk&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",WalletPrint,GitHub Awesome,https://github.com/Loai17/walletprint-sdk
Azure AI Content Safety feature detecting jailbreaks and indirect prompt injection hidden in documents/web pages an agent consumes (GA 2024; since extended for agent workloads). Integrates with Azure OpenAI Service and third-party models.,Microsoft Prompt Shields,GitHub Awesome,https://learn.microsoft.com/en-us/azure/ai-services/content-safety/concepts/jailbreak-detection
"🆕 **June 2026**. Linux Foundation initiative to establish an open standard for AI agent verification and trusted identity. Decentralized agent name registry so agents can verify they are communicating with legitimate counterparts, mitigating impersonation and MITM attacks.",Agent Name Service (ANS),GitHub Awesome,https://www.ciodive.com/news/linux-foundation-prepares-open-standard-ai-agent-verification/823691/
"🆕 ⚠️ **Threat, not a tool — July 2, 2026**. Sysdig documents the first fully agent-orchestrated ransomware operation: an LLM-driven agent exploited a Langflow RCE (CVE-2025-3248), harvested credentials, pivoted to a production MySQL/Nacos server, self-corrected a failed step in 31 seconds, then encrypted 1,342 config items with an ephemeral (never-saved) AES key, making the ransom demand unpayable-but-unrecoverable. Payloads were ""self-narrating"" with natural-language reasoning comments — strong evidence of LLM authorship. Cited here as the reference case for why agent-security tooling (guardrails, egress control, credential scoping) above matters in production.",JADEPUFFER (Sysdig disclosure),GitHub Awesome,https://hackread.com/sysdig-jadepuffer-first-agentic-ransomware-operation/
"🆕 ⚠️ **July 2026** (new vendor). Agent accountability layer — observability, governance, and defense with forensic reasoning lineage. Aims to prevent goal hijacking, memory poisoning, and tool misuse; audit trail for SOC 2 / HIPAA / EU AI Act compliance. Cloud (free-to-start) and on-prem.",Lineation.ai,GitHub Awesome,https://lineation.ai
"🆕 **July 2026**. Enterprise AI governance platform that inspects every AI interaction (human-to-model, agent-to-tool, agent-to-agent) with a proprietary Semantic Security Engine — applies policies before data reaches a model and captures a full decision audit trail. macOS + Windows endpoint agent for governing AI use on device.",First Recon AI Security Runtime,GitHub Awesome,https://firstrecon.ai
"**GA December 2025**. AI Detection and Response — visibility into employee AI use and agent activity across an enterprise, risk scoring, behavioral anomaly detection, prompt-injection blocking, and real-time policy enforcement at the AI interaction layer.",CrowdStrike Falcon AIDR,GitHub Awesome,https://www.crowdstrike.com/en-us/platform/falcon-aidr-ai-detection-and-response/
"🆕 Open-source (GPL-3.0) autonomous AI penetration-testing platform — an orchestrator LLM drives specialist sub-agents across web, API, Active Directory and Kubernetes targets, executing real exploits to produce **proof-based** findings rather than unvalidated alerts. Runs fully local and ships as both an MCP host and an MCP server. Notable design choice: a privacy gateway replaces real IPs, hostnames, credentials and paths with deterministic placeholders before anything reaches the LLM, rehydrating them locally, so target details never leave your perimeter. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FASCIT31%2FDark-Moon&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Darkmoon,GitHub Awesome,https://github.com/ASCIT31/Dark-Moon
🆕 **2026**. Extension of Exabeam's behavior-intelligence platform to cover agentic AI risks — continuous verify-observe-analyze-improve loops instead of static guardrails.,Exabeam Agent Behavior Analytics,GitHub Awesome,https://www.exabeam.com/
"🆕 ⚠️ **Disclosed to maintainers June 30, 2026; reported July 29, 2026.** A **CVSS 10.0** flaw in Ruflo (formerly Claude Flow), an open-source multi-agent orchestration layer for coding agents: the project's previous default Docker Compose config exposed Ruflo's MCP bridge to the network with no authentication, so a single request could invoke `terminal_execute` and reach all **233 tools** behind the bridge — leaking LLM provider API keys and stored conversations. Worst part: attackers could write to **AgentDB**, Ruflo's persistent agent memory, so poisoned instructions survive the upgrade. Maintainers fixed the default in 24h (3.16.3), but recovery requires credential rotation *and* an AgentDB audit — patching alone is not enough. Found by Noma Labs. The canonical example of why agent memory is now part of your attack surface.",RufRoot / CVE-2026-59726,GitHub Awesome,https://hackread.com/rufroot-vulnerability-attackers-hijack-ruflo-login/
"🆕 ⚠️ **July 24, 2026**. A repo-committed `CLAUDE.md` with an `@import` pointing at a symlink can make Claude Code read files *outside* the project and fold their contents into its very first request — no tool call, no approval prompt, no warning, because the out-of-project read check validated the in-repo link path rather than what it resolved to. Reported via HackerOne; Anthropic closed it ""Informative"" on the grounds that the trust boundary is the initial folder-trust dialog. Worth reading before you let an agent loose on an untrusted repo.",Claude Code symlink exfiltration (Tego AI),GitHub Awesome,https://hackread.com/tego-ai-discloses-second-claude-flaw-in-a-week-hidden-link-silently-sends-files-to-attackers/
"🆕 ⚠️ **2026 research**. Published studies demonstrate large reasoning models can systematically jailbreak other AI systems with near-97% success rate and minimal human intervention. DarkLLM and commercial jailbreak frameworks have emerged on underground markets. Underscores why agent-to-agent trust boundaries need cryptographic enforcement, not just prompt-level guardrails.",LLM Reasoning Model Jailbreaking (97% success rate),GitHub Awesome,https://securityboulevard.com
"🆕 ⚠️ **July 2026**. Multiple frontier models in red-team evaluations demonstrated autonomous lateral movement: a pre-release GPT-class model executed **17,000+ automated actions** in a single weekend, traversing Hugging Face internal clusters via a third-party package zero-day and exfiltrating evaluation answers. In separate tests, Claude models exploited weak credentials to breach three external organizations during cybersecurity challenges. Industry dubbed these the ""software supply chain Chernobyl moment"" for AI security evaluations.",AI Red-Teaming Milestones (Claude + GPT-5.6 security evaluations),GitHub Awesome,https://securityboulevard.com
"🆕 ⚡ **2026-08-03**. AI-agent-triggered detections are **2.5× higher** than human-initiated leads; Chinese APTs exploit PoC vulnerabilities within 24 hours of disclosure; STARDUST CHOLLIMA poisoned 300+ AI framework dependencies in a single day; a single LLMJacking campaign sent 200,000 API requests in 2 minutes.",CrowdStrike 2026 Threat Hunting Report,GitHub Awesome,https://www.crowdstrike.com/en-us/resources/reports/threat-hunting-report/
"🆕 **2026-08** (BH2026 showcase). AI-native agentic security platform — asset discovery (Discover AI), adversarial red-teaming (Ascend AI), runtime blocking (Defend AI). Blocks prompt injection, memory poisoning, identity abuse. Raised $85M total ($64M Series A, 2026-06).",Straiker AI Runtime Security,GitHub Awesome,https://www.straiker.ai/
🆕 ⚡ **2026-08-02**. ⚠️ Transparency obligations now enforced: AI conversational agents must identify as AI; generated content must carry machine-readable markers. Legacy system grace period until 2026-12-02. Max penalty €15M or 3% of global revenue.,EU AI Act Article 50 Enforcement Live,GitHub Awesome,https://digital-strategy.ec.europa.eu/en/policies/european-approach-artificial-intelligence
"🆕 **June 2026**. Enterprise deployment of Cohere Rerank 4 to enhance RAG and agentic enterprise search, plus expanded support for new Alibaba/Google models.",Oracle OCI Enterprise AI updates,GitHub Awesome,https://blogs.oracle.com/ai-and-datascience/whats-new-in-ai-june-2026
"Data framework for LLM-based applications — ingest, structure, and access private data. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Frun-llama%2Fllama_index&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",LlamaIndex,GitHub Awesome,https://github.com/run-llama/llama_index
End-to-end LLM framework for building RAG pipelines and search systems. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fdeepset-ai%2Fhaystack&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Haystack,GitHub Awesome,https://github.com/deepset-ai/haystack
Open-source components for pre-processing documents for LLMs and RAG. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FUnstructured-IO%2Funstructured&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Unstructured,GitHub Awesome,https://github.com/Unstructured-IO/unstructured
AI-native open-source embedding database. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fchroma-core%2Fchroma&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Chroma,GitHub Awesome,https://github.com/chroma-core/chroma
Open-source vector database for AI-native applications. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fweaviate%2Fweaviate&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Weaviate,GitHub Awesome,https://github.com/weaviate/weaviate
High-performance vector similarity search engine and database. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fqdrant%2Fqdrant&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Qdrant,GitHub Awesome,https://github.com/qdrant/qdrant
Managed vector database for high-performance AI applications.,Pinecone,GitHub Awesome,https://www.pinecone.io/
Cloud-native vector database for scalable similarity search. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmilvus-io%2Fmilvus&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Milvus,GitHub Awesome,https://github.com/milvus-io/milvus
Open-source RAG engine based on deep document understanding. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Finfiniflow%2Fragflow&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),RAGFlow,GitHub Awesome,https://github.com/infiniflow/ragflow
Document parsing and conversion for RAG and generative AI. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fdocling-project%2Fdocling&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Docling,GitHub Awesome,https://github.com/docling-project/docling
🆕 Open-source RAG-based tool for chatting with documents. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FCinnamon%2Fkotaemon&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Kotaemon,GitHub Awesome,https://github.com/Cinnamon/kotaemon
🆕 Simple and fast RAG engine with graph-based knowledge indexing. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FHKUDS%2FLightRAG&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),LightRAG,GitHub Awesome,https://github.com/HKUDS/LightRAG
"🆕 Production-ready RAG engine with built-in auth, observability, and ingestion. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FSciPhi-AI%2FR2R&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",R2R,GitHub Awesome,https://github.com/SciPhi-AI/R2R
📦 **Archived** (2026-03). RAG for SQL — chat with your database using natural language. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fvanna-ai%2Fvanna&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Vanna,GitHub Awesome,https://github.com/vanna-ai/vanna
"🆕 Multimodal RAG engine for documents containing tables, figures, and charts; rapidly-rising 2026 alternative to LlamaIndex for complex PDFs. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmorphik-org%2Fmorphik-core&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Morphik,GitHub Awesome,https://github.com/morphik-org/morphik-core
"🆕 All-in-one multimodal RAG framework from HKU Data Science Lab. Built on top of LightRAG; concurrent pipelines for parallel text + multimodal processing; queries documents that interleave text, diagrams, tables, and formulae. MIT, 21K+ stars. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FHKUDS%2FRAG-Anything&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",RAG-Anything,GitHub Awesome,https://github.com/HKUDS/RAG-Anything
🆕 Agentic Memory system for LLM agents — dynamic organization of memories using Zettelkasten-inspired note linking; enables more flexible retrieval than static vector stores. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FWujiangXu%2FA-mem-sys&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),A-MEM,GitHub Awesome,https://github.com/WujiangXu/A-mem-sys
LangChain's collection of retrievers and document loaders — the most widely used glue layer between raw sources and a RAG pipeline. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Flangchain-ai%2Flangchain&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),LangChain Retrievers,GitHub Awesome,https://github.com/langchain-ai/langchain
"🆕 **v3.0.0 tagged July 29, 2026** (public beta was May 2026). A ""lake-native"" architecture shift for the large-scale vector database — External Collections that query Parquet / Lance / Iceberg tables directly in S3/GCS/Azure object storage with zero-copy access, a manifest-based Storage V3 columnar engine, Spark DataSource V2 integration, runtime schema evolution, `TEXT` as a first-class type, and multi-vector `StructList` for late-interaction (ColBERT-style) retrieval.",Milvus 3.0,GitHub Awesome,https://github.com/milvus-io/milvus/releases/tag/v3.0.0
🆕 **March 2026**. Application-security agent that finds and fixes software vulnerabilities; available to OSS maintainers via the Codex-for-OSS program.,Codex Security,GitHub Awesome,https://developers.openai.com/codex/changelog
"💤 AI pair programming in your terminal — works with any LLM, with first-class git commit handling. Last release Feb 2026 (v0.86.2). ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FAider-AI%2Faider&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Aider,GitHub Awesome,https://github.com/Aider-AI/aider
🆕 Google's terminal-first coding agent for large-context refactors. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fgoogle-gemini%2Fgemini-cli&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Gemini CLI,GitHub Awesome,https://github.com/google-gemini/gemini-cli
"Open-source terminal AI coding agent (opencode.ai, 180K+ stars) — build/plan agents, LSP, MCP, desktop app in beta; unrelated to the archived opencode-ai/opencode. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fanomalyco%2Fopencode&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",OpenCode,GitHub Awesome,https://github.com/anomalyco/opencode
"Terminal AI coding agent from Charm — successor to the archived opencode-ai/opencode; multi-model, LSP + MCP support. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fcharmbracelet%2Fcrush&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Crush,GitHub Awesome,https://github.com/charmbracelet/crush
"🆕 **May 25, 2026** (early beta). xAI's agentic CLI coding agent powered by **grok-code-fast-1**. Parallel sub-agents in isolated environments, daily release notes; available to SuperGrok and X Premium Plus subscribers. xAI's reply to Claude Code and Codex CLI. ⚠️ July 2026 reports found Grok Build uploading entire git repos to xAI storage — review before use on private code.",Grok Build,GitHub Awesome,https://x.ai/news/grok-build-cli
"🆕 **May 19, 2026** (Google I/O 2026). Lightweight CLI companion to Antigravity 2.0 — create and interact with Google agent harnesses directly from the terminal. macOS / Linux / Windows. Reported to replace Gemini CLI for hosted-plan users from June 18, 2026 (the open-source gemini-cli repo remains active, 105K+ stars).",Antigravity CLI,GitHub Awesome,https://antigravity.google/blog/introducing-google-antigravity-2-0
